pid,milk,fat,fat_percent,milk_wt
723,-107.23853,-16.79043,-0.02583,1
724,25.13702,7.22417,0.02479,1
725,-61.66836,9.96548,0.04759,1
726,110.70872,5.83620,-0.01106,1
727,147.11664,-4.64800,-0.05053,1
728,-254.94660,-18.69786,-0.00409,1
729,-324.58257,-11.95561,0.02879,1
730,-287.72913,-10.65640,0.04108,1
731,21.13037,8.00881,0.01645,1
732,-6.32249,1.81212,0.00856,1
733,-211.19279,-6.88805,0.03190,1
734,55.91908,-1.68663,-0.02667,1
735,-292.49903,-11.49097,0.01573,1
736,-81.54037,-4.05018,0.01477,1
737,-78.14785,3.17445,0.03126,1
738,-131.26243,-6.05853,0.00681,1
739,-196.57464,-5.29279,0.01071,1
740,-431.18255,-29.05149,-0.01030,1
741,-36.39450,-3.56495,-0.00249,1
742,9.07609,1.63335,0.00469,1
743,10.39629,4.92879,0.01723,1
744,-360.71935,-6.48110,0.06667,1
745,-156.29884,-13.15956,-0.00781,1
746,-436.14556,-13.64238,0.05692,1
747,-63.78914,0.09271,0.01421,1
748,-131.59209,2.79756,0.04064,1
749,-32.97493,-4.45151,-0.01072,1
750,132.70421,9.16385,0.00563,1
751,416.63178,16.58529,-0.02114,1
752,-4.38741,2.12540,0.01593,1
753,-112.29873,-4.83357,0.00155,1
754,-74.80594,-1.33661,0.01962,1
755,74.93317,8.51693,0.02999,1
756,159.08132,6.14192,0.00052,1
757,-149.26688,-7.94585,0.00802,1
758,-299.86121,-7.21011,0.03744,1
759,-102.13187,1.89970,0.03279,1
760,117.87263,6.33771,-0.00400,1
761,137.93296,-1.52727,-0.03109,1
762,-126.51258,-3.84267,0.01474,1
763,233.27111,13.46984,0.00074,1
764,-134.35860,1.10892,0.03023,1
765,-46.34251,2.63966,0.02425,1
766,94.23917,-7.20112,-0.04268,1
767,-141.42476,-12.80578,-0.01011,1
768,-120.79160,-1.34910,0.02697,1
769,-137.94881,-0.69036,0.03143,1
770,133.69348,7.11888,-0.00261,1
771,32.69194,1.49494,0.00287,1
772,-29.01711,1.13913,0.00468,1
773,62.63683,4.63036,0.00900,1
774,-268.97587,-4.94910,0.04022,1
775,-194.92262,-9.43566,0.01040,1
776,-176.02629,-13.81137,-0.00871,1
777,-167.58975,-6.27613,0.02251,1
778,146.42712,8.70959,-0.00001,1
779,278.80761,6.00065,-0.02747,1
780,84.36367,3.34909,0.00237,1
781,-166.35643,-6.84693,0.01696,1
782,-275.92206,-14.92048,0.01308,1
783,21.16905,-1.00911,-0.00864,1
784,-359.19130,-5.06977,0.06170,1
785,-226.76460,-10.41098,0.02231,1
786,48.78211,7.66882,0.02169,1
787,-240.96196,-11.10518,0.01994,1
788,-30.31493,0.73072,0.00730,1
789,-217.22048,-8.30709,0.01916,1
790,-112.09252,4.09296,0.05637,1
791,-42.78813,3.73506,0.02020,1
792,81.90552,3.67532,-0.00124,1
793,52.03873,2.74442,0.00415,1
794,233.98281,15.54469,0.00065,1
795,-132.80683,-6.60119,0.00552,1
796,16.46533,3.53640,0.01671,1
797,-179.33089,-5.77861,0.02560,1
798,2.69136,3.80877,0.02093,1
799,130.80859,9.53852,0.02461,1
800,-298.86067,-9.00367,0.03597,1
801,-30.23757,-8.85447,-0.02123,1
802,-10.53042,0.02280,0.00871,1
803,-196.24067,-2.69962,0.02561,1
804,-315.43743,-13.62745,0.01770,1
805,86.53970,11.07681,0.02876,1
806,69.06946,8.60748,0.01980,1
807,-1.81866,-0.10379,0.00616,1
808,-178.59992,-7.68312,0.02112,1
809,36.10038,5.59590,0.01250,1
810,-7.14768,1.42420,0.00711,1
811,144.86480,7.52215,-0.00102,1
812,-6.27577,-5.48536,-0.01804,1
813,-97.50741,-4.97641,0.00915,1
814,-249.38248,-17.80728,0.00320,1
815,20.66868,8.28086,0.03013,1
816,-227.97554,-7.61824,0.01916,1
817,60.87941,0.18826,-0.00998,1
818,57.51653,-5.93875,-0.02766,1
819,-289.05871,-2.56086,0.05368,1
820,-267.59303,-9.86119,0.02551,1
821,-70.52016,-0.00011,0.01845,1
822,138.52985,12.55992,0.00965,1
823,-159.70961,-11.37498,-0.00066,1
824,87.87591,10.62456,0.02674,1
825,56.43250,6.04142,0.01554,1
826,-51.94208,1.23056,0.00899,1
827,53.12164,-3.29391,-0.02102,1
828,66.22535,11.14211,0.02631,1
829,68.29183,10.78143,0.03338,1
830,199.72908,12.12599,0.00053,1
831,330.86153,17.81610,-0.00073,1
832,13.54163,4.68945,0.02204,1
833,98.77537,2.31390,-0.01915,1
834,243.01839,19.41489,0.02601,1
835,-149.99456,-6.84790,0.00857,1
836,-13.47529,8.97375,0.03146,1
837,73.47983,12.57898,0.02280,1
838,-55.49340,2.58487,0.03311,1
839,46.83145,8.94047,0.01924,1
840,-239.54152,-7.53856,0.04009,1
841,70.30918,-7.42326,-0.04365,1
842,287.57443,4.50903,-0.05666,1
843,-361.07747,-17.17852,0.00914,1
844,-36.12776,-6.54095,-0.01941,1
845,-161.54958,-10.73387,-0.01061,1
846,119.42397,2.64327,-0.00001,1
847,288.32393,8.85850,-0.03491,1
848,-122.22249,-14.86504,-0.04115,1
849,-226.02961,-12.51568,0.00731,1
850,-12.17500,-3.31815,-0.01567,1
851,-210.90110,-11.50217,-0.00356,1
852,62.27846,-6.12910,-0.03760,1
853,46.53542,-2.32798,-0.01517,1
854,-77.49139,2.08067,0.02456,1
855,-218.53415,-19.76364,-0.01634,1
856,-266.55147,-9.73327,0.02738,1
857,-395.98446,-24.87327,-0.00225,1
858,-237.26753,-6.56074,0.02570,1
859,87.76322,-5.75451,-0.04328,1
860,528.39538,20.93653,-0.03017,1
861,-400.16156,-11.03927,0.04828,1
862,32.13782,-0.54254,-0.01412,1
863,72.66282,4.48059,0.00021,1
864,352.07839,21.41341,-0.00690,1
865,-122.93217,-18.21537,-0.02748,1
866,-145.51707,-11.47684,-0.00285,1
867,-46.73985,-8.52273,-0.03400,1
868,229.74657,8.40185,-0.02576,1
869,-198.88881,-11.27941,0.00586,1
870,-169.59974,8.55171,0.07876,1
871,-50.17793,-2.75737,-0.00491,1
872,-266.05728,-19.61110,-0.01491,1
873,-267.20028,-20.46428,-0.01168,1
874,-25.32535,3.44565,0.03002,1
875,225.69832,-5.95577,-0.07606,1
876,-85.25017,-7.39931,-0.02323,1
877,1.43368,-3.60475,-0.01098,1
878,172.05230,-0.60519,-0.04811,1
879,9.41109,5.16631,0.02226,1
880,172.07918,1.63864,-0.03765,1
881,-106.04438,-2.65203,0.01804,1
882,5.74453,-12.98175,-0.05337,1
883,-141.72930,-17.94004,-0.04012,1
884,-190.99891,-15.76374,-0.01198,1
885,45.77765,-0.02342,-0.00524,1
886,-54.99171,-2.64861,-0.00778,1
887,73.32019,-4.59681,-0.04771,1
888,-50.36288,8.83148,0.03593,1
889,-78.93537,-0.53783,0.00060,1
890,-78.44148,-10.26051,-0.01343,1
891,-105.73696,-3.20899,0.00683,1
892,61.24950,-0.82155,-0.02277,1
893,53.86275,0.40035,-0.01374,1
894,78.78231,11.00412,0.01751,1
895,-268.73751,-16.21963,0.00148,1
896,-140.03703,-19.50510,-0.04091,1
897,-323.99164,-15.27671,0.01264,1
898,86.44100,2.91892,-0.01427,1
899,-110.10452,-7.23898,-0.00759,1
900,-234.45812,-13.02108,0.00289,1
901,374.33016,16.97299,-0.02060,1
902,-118.49199,-5.22451,0.01030,1
903,-102.83441,-6.94640,-0.01150,1
904,-2.16935,-0.73872,-0.00318,1
905,428.17734,18.20562,-0.03829,1
906,34.82233,-6.82549,-0.02845,1
907,-100.78458,1.57466,0.02684,1
908,-42.78425,-8.88091,-0.01805,1
909,319.50084,12.93163,-0.02013,1
910,198.98873,14.69431,0.00019,1
911,-278.05613,-15.60968,-0.00663,1
912,-27.70680,-6.56571,-0.01475,1
913,-11.74179,-6.43589,-0.02548,1
914,56.59682,5.75450,0.00402,1
915,-184.35948,0.46219,0.03246,1
916,-44.76259,-8.64543,-0.03081,1
917,-9.41044,0.16457,-0.00336,1
918,111.43598,-4.59556,-0.04288,1
919,8.90239,1.37686,-0.01204,1
920,283.49675,12.62583,-0.01518,1
921,103.49293,2.34791,-0.01170,1
922,-170.34719,-11.53627,-0.01740,1
923,81.24243,1.91030,-0.00595,1
924,-16.56758,2.40356,0.02253,1
925,-201.92406,-16.75821,-0.02420,1
926,43.21830,-11.00540,-0.04446,1
927,-11.44909,-0.18042,0.00060,1
928,-39.25507,1.73018,0.01088,1
929,17.85382,-5.39515,-0.02888,1
930,-52.29114,-5.86866,-0.00825,1
931,66.21732,6.09081,0.00323,1
932,30.72421,2.43554,-0.00538,1
933,-26.69635,2.14984,0.01481,1
934,-0.78461,2.46762,0.00443,1
935,227.66830,6.94292,-0.03419,1
936,-523.08531,-21.62026,0.03924,1
937,-35.21855,-8.83809,-0.03459,1
938,89.52624,-0.69306,-0.02429,1
939,304.61550,16.68678,-0.01113,1
940,80.59496,-6.15397,-0.04054,1
941,-153.72387,-9.04937,0.00766,1
942,-13.20234,6.88398,0.03883,1
943,-224.17412,-1.78466,0.04853,1
944,139.45682,7.86188,0.00041,1
945,-39.53878,-4.17755,-0.00117,1
946,-109.99561,8.05318,0.05561,1
947,119.29054,1.10394,-0.01419,1
948,16.25872,6.04644,0.02160,1
949,-107.83755,-5.09141,0.01147,1
950,22.56273,10.42978,0.03158,1
951,-60.48268,1.50478,0.01926,1
952,207.25995,11.11611,0.00665,1
953,-350.29322,-13.27296,0.01631,1
954,-24.44746,-2.75646,0.00170,1
955,-103.71211,-3.36700,0.01159,1
956,25.25417,1.14061,0.00407,1
957,-303.11158,-5.46566,0.04774,1
958,43.65437,8.03317,0.02390,1
959,233.95929,-2.43196,-0.05225,1
960,177.60675,7.54506,-0.00353,1
961,305.68397,19.59650,0.00991,1
962,-235.47483,-16.14310,-0.00845,1
963,119.76176,11.01007,0.02747,1
964,-258.76903,-4.24333,0.03525,1
965,-218.27205,1.63668,0.05019,1
966,-11.69369,7.27236,0.02341,1
967,27.98684,1.72292,-0.00028,1
968,55.89702,-1.75778,-0.01408,1
969,-128.50382,-13.73011,-0.01534,1
970,5.86649,12.34334,0.04646,1
971,-100.45798,-12.39995,-0.02054,1
972,173.23424,8.61548,0.00302,1
973,87.11870,7.20714,0.00536,1
974,-70.07115,1.52150,0.01353,1
975,-10.31745,7.67360,0.03371,1
976,113.90266,11.84355,0.02787,1
977,-126.75843,-2.83526,0.02417,1
978,-90.55029,-3.37420,0.01005,1
979,398.81423,26.82476,0.01389,1
980,-209.72330,-11.19908,0.02596,1
981,14.85709,-0.47699,-0.00479,1
982,15.18503,6.83101,0.03205,1
983,89.40315,4.80850,0.00750,1
984,25.17406,2.76177,0.00777,1
985,245.21194,9.59730,-0.00742,1
986,-133.14817,-10.83671,-0.00166,1
987,133.50719,4.20505,-0.01368,1
988,-27.91543,-10.13860,-0.03096,1
989,-177.06709,-4.11639,0.02718,1
990,-238.48142,-10.31754,0.01958,1
991,188.08507,8.41247,-0.00174,1
992,143.65938,3.92639,-0.01094,1
993,134.15236,0.89543,-0.02819,1
994,90.36576,7.13010,0.01083,1
995,401.08079,27.71738,0.01250,1
996,196.06027,12.91149,0.00305,1
997,351.31824,17.43522,-0.01393,1
998,-70.60346,-2.39164,0.00559,1
999,36.98796,2.55778,-0.00165,1
1000,-46.79343,-3.35176,-0.00060,1
1001,53.95448,0.45278,-0.00246,1
1002,59.09049,11.59407,0.03233,1
1003,186.22153,7.35587,-0.00799,1
1004,329.88754,22.19118,0.01022,1
1005,262.87359,14.46271,-0.00134,1
1006,34.36487,4.52304,0.00781,1
1007,-24.07022,-2.50091,0.00215,1
1008,11.90449,-2.74555,-0.00016,1
1009,-365.01084,-26.57504,-0.01115,1
1010,114.51487,12.09797,0.02525,1
1011,-98.14929,-3.15766,0.01731,1
1012,9.62643,1.78266,-0.00591,1
1013,211.31726,10.64210,-0.00995,1
1014,40.04155,-3.45304,-0.02272,1
1015,171.89297,0.92945,-0.02391,1
1016,282.08179,9.36839,-0.02593,1
1017,15.74625,3.88350,0.01391,1
1018,263.42530,12.79745,-0.01200,1
1019,112.84820,1.34479,-0.01690,1
1020,-98.24584,7.10399,0.05226,1
1021,-169.68114,-8.39511,0.01657,1
1022,-7.24243,-1.41769,-0.00346,1
1023,-49.79708,-1.10355,0.00268,1
1024,141.35862,3.96881,-0.01442,1
1025,-56.76593,0.26077,0.01444,1
1026,-51.36761,-4.97805,-0.00856,1
1027,105.44746,4.34079,0.00003,1
1028,109.72002,8.66380,0.00991,1
1029,-27.20838,3.56003,0.01093,1
1030,125.74387,5.67634,-0.00845,1
1031,248.07972,10.25260,-0.01927,1
1032,17.91063,3.27197,0.01268,1
1033,85.72837,-5.76642,-0.03635,1
1034,104.16451,2.74782,-0.01205,1
1035,-193.34947,-15.26970,-0.01156,1
1036,411.49589,16.55834,-0.02933,1
1037,358.77396,15.65359,-0.02700,1
1038,252.26213,9.63536,-0.01274,1
1039,33.47834,4.15919,0.00718,1
1040,439.98461,8.36155,-0.06698,1
1061,-302.60921,-14.67628,0.01199,1
1062,-257.41111,-27.55526,-0.04829,1
1063,1.76549,-9.37946,-0.02824,1
1064,-95.33259,-6.40187,0.00102,1
1065,-322.91910,-14.30726,0.01105,1
1066,125.55521,8.48652,-0.00535,1
1067,8.94654,3.40821,0.00793,1
1068,-36.64768,-10.60509,-0.01206,1
1069,18.69467,5.91180,0.02611,1
1070,-29.05253,-0.29538,-0.00139,1
1071,416.07330,26.91695,0.00758,1
1072,-82.19071,-8.75743,-0.02923,1
1073,-95.58258,-5.80863,0.00256,1
1074,126.83737,12.73631,0.01890,1
1075,-86.37343,-2.91259,0.00880,1
1076,-33.80616,-5.96311,-0.02033,1
1077,-154.53654,1.91150,0.05724,1
1078,-210.37737,-21.65567,-0.03730,1
1079,-107.82587,-0.55545,-0.00154,1
1080,47.10604,11.63918,0.03437,1
1081,86.40578,2.63719,-0.00568,1
1082,364.02644,9.89819,-0.04232,1
1083,32.69668,11.31115,0.02814,1
1084,-208.92202,-6.58128,0.02766,1
1085,160.71497,6.31531,-0.00830,1
1086,-53.61598,-10.47499,-0.03727,1
1087,-25.46036,2.94601,0.01311,1
1088,116.19617,7.55293,0.00847,1
1089,341.11387,13.69430,-0.03413,1
1090,-75.26694,0.55101,0.02869,1
1091,90.41780,7.48092,0.01750,1
1092,-319.54864,-2.21444,0.06093,1
1093,-273.66984,-9.84108,0.01564,1
1094,-153.91685,-3.57508,0.02568,1
1095,-270.33465,-5.27148,0.04730,1
1096,58.63837,4.34545,0.00768,1
1097,129.84316,1.04009,-0.03224,1
1098,-179.19033,-15.35128,-0.00944,1
1099,-176.14008,-3.81502,0.02913,1
1100,-62.26825,-0.80201,0.01141,1
1101,-106.97695,-4.15214,0.01270,1
1102,-161.30083,-9.02030,0.00906,1
1103,138.97066,10.27192,-0.00353,1
1104,-110.79591,0.34830,0.02374,1
1105,64.22641,5.91728,0.01471,1
1106,2.32503,-0.29760,-0.00908,1
1107,80.28365,4.35024,-0.00282,1
1108,-91.60923,1.02015,0.02181,1
1109,-47.96590,2.12617,0.01972,1
1110,-265.45371,-8.28040,0.03547,1
1111,-57.02098,-10.23905,-0.03152,1
1112,-122.87430,-6.15088,0.00805,1
1113,-111.36769,-2.67572,0.01603,1
1114,-84.04161,-1.34129,0.02607,1
1115,90.02578,4.27833,-0.00150,1
1116,-223.79772,-10.66728,0.01612,1
1117,-78.57014,-2.61184,0.00831,1
1118,-138.95248,-11.98723,-0.00507,1
1119,126.27941,12.10128,0.02755,1
1120,-198.91531,-6.39379,0.01847,1
1121,-74.99083,-2.50203,0.00684,1
1122,-361.09146,-22.65038,-0.00284,1
1123,124.12756,-6.91687,-0.04510,1
1124,-316.49719,-13.81158,0.02745,1
1125,127.12649,5.89738,0.00399,1
1126,-194.61818,-6.08231,0.02189,1
1127,-220.04349,-3.84601,0.03924,1
1128,-67.10550,-17.75714,-0.04271,1
1129,-267.78655,-21.39853,-0.02338,1
1130,129.77674,9.98299,0.00966,1
1131,-252.13142,-11.40639,0.00498,1
1132,-70.96516,-16.36243,-0.03957,1
1133,102.63278,5.67535,0.00578,1
1134,93.21976,-4.23023,-0.03406,1
1135,261.69896,11.63849,-0.01633,1
1136,-378.96488,-18.19921,0.01774,1
1137,-65.00612,-5.85771,-0.00256,1
1138,19.63857,3.26161,0.01993,1
1139,-221.21610,-7.79905,0.01977,1
1140,-57.80442,-6.30101,-0.00513,1
1141,-135.88048,-13.89178,-0.01254,1
1142,17.50426,-8.54992,-0.03141,1
1143,-265.26952,-4.51988,0.04563,1
1144,33.23045,-2.41214,-0.01341,1
1145,-79.91989,0.45755,0.02061,1
1146,74.95388,0.39454,-0.01401,1
1147,-85.72356,-8.44913,-0.00469,1
1148,-55.96837,-2.25967,-0.00104,1
1149,-83.75620,3.32242,0.03210,1
1150,-145.60570,-4.56099,0.01541,1
1151,-386.85658,-22.76813,0.00040,1
1152,-288.82404,-7.39524,0.04122,1
1153,61.97158,-4.53617,-0.02679,1
1154,-310.54294,-11.23572,0.03573,1
1155,7.55500,-10.34051,-0.04560,1
1156,-254.11516,-17.75580,-0.01111,1
1157,-212.84336,-8.67783,0.01559,1
1158,4.29463,3.26493,0.01226,1
1159,-2.61977,-8.91270,-0.03018,1
1160,-243.84813,-19.28211,-0.01386,1
1161,25.32019,2.85234,0.00565,1
1162,-50.93555,0.26761,0.01056,1
1163,-153.50398,-10.69496,-0.00207,1
1164,-306.82357,-17.23056,0.00170,1
1165,101.33871,7.94983,0.00816,1
1166,-26.10713,4.13990,0.01887,1
1167,-15.90901,9.51722,0.03457,1
1168,137.74265,-2.42198,-0.02930,1
1169,22.58232,8.46764,0.02643,1
1170,107.47845,-1.61300,-0.03542,1
1171,-72.37507,2.46047,0.01587,1
1172,44.44004,4.72391,0.00760,1
1173,-22.16274,-7.83967,-0.03504,1
1174,-97.85867,-10.84986,-0.02646,1
1175,311.42969,23.53203,0.01574,1
1176,83.16613,0.28038,-0.01985,1
1177,-212.33761,-17.51642,-0.02078,1
1178,170.99702,-3.82110,-0.05031,1
1179,158.36351,3.79053,-0.01686,1
1180,-35.31845,-9.21732,-0.03845,1
1181,-338.36153,-19.38492,-0.00426,1
1182,-53.68878,-1.24405,0.00586,1
1183,413.09387,15.93072,-0.03318,1
1184,233.06782,10.87361,-0.02041,1
1185,293.56845,9.42700,-0.03421,1
1186,-160.57829,-5.89669,0.01507,1
1187,229.53343,6.60193,-0.03668,1
1188,253.18568,12.73318,-0.01527,1
1189,7.00452,-7.91976,-0.04373,1
1190,-81.58904,8.63831,0.02957,1
1191,-157.65240,-9.76406,-0.00050,1
1192,-65.03477,-9.03840,-0.02611,1
1193,-178.37768,1.11295,0.04205,1
1194,-341.08747,-13.67596,0.01828,1
1195,-48.25195,6.98865,0.04362,1
1196,-87.23234,-4.20906,-0.01207,1
1197,-55.76387,-8.30584,-0.02707,1
1198,-308.84134,-16.62434,0.00688,1
1199,55.29503,0.59868,-0.00869,1
1200,-109.36867,-10.25879,-0.01857,1
1201,-85.59330,5.01093,0.04112,1
1202,8.37866,-6.54337,-0.03454,1
1203,62.48371,2.52343,-0.00254,1
1204,-159.47665,-6.51398,0.00312,1
1205,250.75741,8.92136,-0.02506,1
1206,180.01144,13.23970,0.00888,1
1207,-470.02433,-19.11755,0.03444,1
1208,409.65588,19.94482,-0.01339,1
1209,-161.31015,-7.18350,-0.00541,1
1210,33.26401,-3.89035,-0.02841,1
1211,-0.34461,-6.28492,-0.01818,1
1212,-105.72832,-4.28231,0.00125,1
1213,-78.34984,-0.20975,0.02236,1
1214,106.58815,17.35926,0.03828,1
1215,54.44146,7.65480,0.01540,1
1216,150.69892,5.12938,-0.01811,1
1217,-2.66927,2.18961,0.01392,1
1218,-218.53191,-3.17515,0.02936,1
1219,114.24859,10.27005,0.00747,1
1220,-115.04573,5.85850,0.04948,1
1221,-127.71318,-6.32514,0.01033,1
1222,-172.57015,0.74858,0.03568,1
1223,109.09565,10.20616,0.00925,1
1224,-57.20331,-1.35539,0.00576,1
1225,-78.86645,-5.33394,-0.00428,1
1226,-124.21500,-2.92238,0.01598,1
1227,286.23800,17.27876,0.01265,1
1228,97.35287,1.21351,-0.00786,1
1229,332.28763,18.54336,0.00032,1
1230,157.52983,4.22017,-0.01135,1
1231,273.99433,20.47675,0.02554,1
1232,328.66312,3.39968,-0.06007,1
1233,125.78353,6.55409,0.00007,1
1234,-88.15334,-0.79656,0.01613,1
1235,-192.00000,-11.59567,0.00135,1
1236,-339.74520,-15.60479,0.01257,1
1237,251.61585,12.58739,-0.00934,1
1238,-134.64409,-6.80837,-0.00170,1
1239,-65.94305,10.62064,0.05413,1
1240,124.20181,14.74514,0.02880,1
1241,55.06546,0.25278,-0.01376,1
1242,-167.77374,-6.66918,0.00760,1
1243,31.20319,0.33397,-0.01260,1
1244,80.67729,9.12724,0.01382,1
1245,126.23161,7.85380,0.01261,1
1246,153.11977,5.06944,-0.00287,1
1247,162.21839,6.00488,-0.00525,1
1248,90.31507,4.25797,-0.00641,1
1249,328.31991,14.33364,-0.01801,1
1250,-100.26450,-17.21547,-0.03891,1
1251,45.93432,-0.90370,-0.01288,1
1252,1.58022,4.11246,0.02714,1
1253,-41.17403,-0.67784,0.00507,1
1254,-214.27884,-3.07469,0.02883,1
1255,-407.02177,-8.41596,0.06358,1
1256,265.87850,12.32949,-0.01466,1
1257,-36.45605,-4.53273,0.00388,1
1258,99.77299,7.81404,0.01245,1
1259,-133.10198,-5.89944,0.01073,1
1260,59.37667,0.16457,-0.01328,1
1261,388.75336,9.04372,-0.04965,1
1262,84.35681,4.03331,-0.01084,1
1263,43.45346,-0.57694,-0.01945,1
1264,155.59072,-5.14263,-0.06085,1
1265,380.26636,13.10368,-0.03580,1
1266,489.27723,15.95143,-0.04565,1
1267,517.74235,18.64685,-0.05411,1
1268,177.56938,13.29834,-0.00431,1
1269,223.52500,6.73887,-0.03681,1
1270,1.10123,-3.37714,-0.01847,1
1271,167.52083,10.84401,-0.00353,1
1272,163.55508,10.08232,-0.00961,1
1273,189.62669,11.68470,-0.01517,1
1274,385.25215,14.66134,-0.02940,1
1275,125.14596,1.75648,-0.02392,1
1276,89.44991,5.80450,-0.00584,1
1277,113.18368,-1.14913,-0.02541,1
1278,484.17380,18.33947,-0.03733,1
1279,390.62356,19.51048,-0.01696,1
1280,22.06675,1.97895,0.00026,1
1281,62.36780,5.98738,-0.00053,1
1282,144.18587,8.14586,-0.00615,1
1283,224.12298,-0.64303,-0.05735,1
1284,334.50093,18.80735,-0.00980,1
1285,74.14910,1.36345,-0.02791,1
1286,29.75266,0.59621,-0.00353,1
1287,172.75239,2.01112,-0.03382,1
1288,290.35510,17.00904,0.00171,1
1289,230.31447,13.01479,-0.00346,1
1290,203.51918,8.76014,-0.01364,1
1291,246.61631,15.49550,-0.00614,1
1292,300.75499,15.24370,-0.00948,1
1293,269.51419,6.50966,-0.03755,1
1294,376.04417,19.47469,-0.02768,1
1295,328.93917,17.08824,-0.01571,1
1296,109.96990,5.11088,-0.01470,1
1297,146.69762,4.87454,-0.02066,1
1298,-54.49082,-2.24279,-0.00382,1
1299,52.47799,1.03078,-0.01168,1
1300,-160.69834,-4.08312,0.02175,1
1301,-29.51214,4.11778,0.01964,1
1302,39.74604,-1.51614,-0.01478,1
1303,111.85220,0.08180,-0.03270,1
1304,27.19614,-4.02044,-0.02442,1
1305,-179.51242,-2.34536,0.02757,1
1306,-41.36938,-1.33681,0.00980,1
1307,108.38036,-3.46563,-0.03861,1
1308,345.30175,5.90891,-0.06230,1
1309,536.47455,9.34075,-0.09572,1
1310,324.40796,12.79799,-0.02615,1
1311,-30.77056,7.36060,0.03279,1
1312,-22.87030,0.27982,0.00392,1
1313,-89.57409,-3.37999,0.01000,1
1314,-14.89566,3.53251,0.02612,1
1315,205.01018,14.37580,0.01217,1
1316,276.04855,8.87060,-0.02798,1
1317,439.55629,19.20159,-0.02497,1
1318,85.80983,4.37832,-0.00183,1
1319,61.38459,-2.04989,-0.00894,1
1320,-39.00441,-0.89317,0.01312,1
1321,56.92393,3.70873,0.00434,1
1322,-39.16446,5.68882,0.03318,1
1323,224.86772,21.40868,0.02991,1
1324,87.44060,7.55127,0.01585,1
1325,59.33296,6.29128,0.01326,1
1326,-9.88808,4.21168,0.01901,1
1327,151.65262,17.91015,0.03324,1
1328,-465.16115,-11.42969,0.05324,1
1329,92.23779,-8.36716,-0.04590,1
1330,-12.74147,4.03190,0.01628,1
1331,45.18574,5.85635,0.02014,1
1332,401.78579,7.08799,-0.05200,1
1333,-32.94465,-1.94371,0.00774,1
1334,-59.86722,3.18215,0.02851,1
1335,-56.70821,-6.85396,-0.01248,1
1336,120.12033,10.60695,0.00977,1
1337,119.94890,0.68003,-0.02618,1
1338,215.69194,14.44901,0.00848,1
1339,304.91560,17.91335,0.00767,1
1340,196.95989,5.21140,-0.03081,1
1341,283.00447,14.64543,-0.00444,1
1342,-75.19407,1.59046,0.02986,1
1343,13.68638,5.38465,0.01223,1
1344,177.33958,9.87077,0.00713,1
1345,345.16718,14.22159,-0.02554,1
1346,111.62441,10.25911,0.01323,1
1347,51.58370,16.78707,0.05458,1
1348,11.16636,5.29344,0.01886,1
1349,39.91197,6.46718,0.02214,1
1350,295.78640,22.77690,0.02313,1
1351,92.21168,13.96583,0.03725,1
1352,-148.30299,5.50732,0.04867,1
1353,201.92421,8.44569,-0.01980,1
1354,230.69496,10.12618,-0.01175,1
1355,-128.57811,-2.75082,0.02583,1
1356,124.11626,9.84352,0.00762,1
1357,268.95088,8.43252,-0.02786,1
1358,345.49406,17.14927,-0.00975,1
1359,140.00282,4.25416,-0.01124,1
1360,-81.64738,-0.50538,0.02032,1
1361,-307.00730,-17.67545,0.01379,1
1362,45.32068,4.66065,0.00316,1
1363,-29.93634,-0.06614,0.01636,1
1364,-209.50270,-12.09081,0.00592,1
1365,178.57947,11.32026,-0.00058,1
1366,78.41802,2.80796,-0.00241,1
1367,43.52219,7.78847,0.02176,1
1368,-113.41064,1.40041,0.02237,1
1369,-252.34278,-12.21774,0.01586,1
1370,-15.49015,3.75132,0.01929,1
1371,138.26197,-0.84985,-0.03920,1
1372,58.86423,-12.29243,-0.05173,1
1373,61.05612,3.02413,-0.00311,1
1374,126.06612,7.59831,0.00281,1
1375,132.44719,3.43334,-0.01782,1
1376,108.87070,9.56828,-0.00648,1
1377,-66.66157,-8.77010,-0.01105,1
1378,36.41964,7.58846,0.02319,1
1379,97.38494,5.94536,0.00238,1
1380,7.01765,5.59029,0.01419,1
1381,35.64411,-0.02994,-0.00543,1
1382,111.01494,-3.97090,-0.04427,1
1383,70.26530,0.17423,-0.01323,1
1384,-293.68189,-20.75257,-0.01496,1
1385,-164.10240,-4.40920,0.01606,1
1386,-178.88193,-6.52935,0.01096,1
1387,-59.06405,-5.73479,-0.01441,1
1388,137.27076,9.29732,-0.00095,1
1389,-28.20181,1.61775,-0.01027,1
1390,-240.39125,-19.59608,-0.02103,1
1391,-203.49445,-15.71873,-0.02434,1
1392,-26.29215,-8.08652,-0.02213,1
1393,253.86936,13.90275,-0.01363,1
1394,161.54110,5.27771,-0.01528,1
1395,103.97795,-0.74001,-0.01863,1
1396,30.29420,14.36681,0.05045,1
1397,-147.05262,-3.78408,0.01136,1
1398,361.55282,16.73922,-0.01661,1
1399,-110.40483,-4.44145,0.01321,1
1400,195.14500,3.61100,-0.04380,1
1401,103.07292,1.24492,-0.02164,1
1402,78.80387,-2.32980,-0.03146,1
1403,89.30613,-0.69102,-0.02606,1
1404,128.18891,5.79112,-0.00784,1
1405,-92.62403,-4.63798,0.00224,1
1406,25.37964,-1.98040,-0.02389,1
1407,242.97655,7.82648,-0.01548,1
