snp,1,2,3,4,5
SNP1248,1,,,,
SNP1249,1,,,,
SNP1250,1,,,,
SNP1251,1,,,,
SNP1252,1,,,,
SNP1253,1,,,,
SNP1254,1,,,,
SNP1255,1,,,,
SNP1256,1,,,,
SNP1257,1,,,,
SNP1258,1,,,,
SNP1259,1,,,,
SNP1260,1,,,,
SNP1261,1,,,,
SNP1262,1,,,,
SNP1263,1,,,,
SNP1264,1,,,,
SNP1265,1,,,,
SNP1266,1,,,,
SNP1267,1,,,,
SNP1268,1,,,,
SNP1269,1,,,,
SNP1270,1,,,,
SNP1271,1,,,,
SNP1272,1,,,,
SNP1273,1,,,,
SNP1274,1,,,,
SNP1275,1,,,,
SNP1276,1,,,,
SNP1277,1,,,,
SNP1278,1,,,,
SNP1279,1,,,,
SNP1280,1,,,,
SNP1281,1,,,,
SNP1282,1,,,,
SNP1283,1,,,,
SNP1284,1,,,,
SNP1285,1,,,,
SNP1286,1,,,,
SNP1287,1,,,,
SNP1288,1,,,,
SNP1289,1,,,,
SNP1290,1,,,,
SNP1291,1,,,,
SNP1292,1,,,,
SNP1293,1,,,,
SNP1294,1,,,,
SNP1295,1,,,,
SNP1296,1,,,,
SNP1297,1,,,,
SNP1298,1,,,,
SNP1299,1,,,,
SNP1300,1,,,,
SNP1301,1,,,,
SNP1302,1,,,,
SNP1303,1,,,,
SNP1304,1,,,,
SNP1305,1,,,,
SNP1306,1,,,,
SNP1307,1,,,,
SNP1308,1,,,,
SNP1309,1,,,,
SNP1310,1,,,,
SNP1311,1,,,,
SNP1312,1,,,,
SNP1313,1,,,,
SNP1314,1,,,,
SNP1315,1,,,,
SNP1316,1,,,,
SNP1317,1,,,,
SNP1318,1,,,,
SNP1319,1,,,,
SNP1320,1,,,,
SNP1321,1,,,,
SNP1322,1,,,,
SNP1323,1,,,,
SNP1324,1,,,,
SNP1325,1,,,,
SNP1326,1,,,,
SNP1327,1,,,,
SNP1328,1,,,,
SNP1329,1,,,,
SNP1330,1,,,,
SNP1331,1,,,,
SNP1332,1,,,,
SNP1333,1,,,,
SNP1334,1,,,,
SNP1335,1,,,,
SNP1336,1,,,,
SNP1337,1,,,,
SNP1338,1,,,,
SNP1339,1,,,,
SNP1340,1,,,,
SNP1341,1,,,,
SNP1342,1,,,,
SNP1343,1,,,,
SNP1344,1,,,,
SNP1345,1,,,,
SNP1346,1,,,,
SNP1347,1,,,,
SNP1348,1,,,,
SNP1349,1,,,,
SNP1350,1,,,,
SNP1351,1,,,,
SNP1352,1,,,,
SNP1353,1,,,,
SNP1354,1,,,,
SNP1355,1,,,,
SNP1356,1,,,,
SNP1357,1,,,,
SNP1358,1,,,,
SNP1359,1,,,,
SNP1360,1,,,,
SNP1361,1,,,,
SNP1362,1,,,,
SNP1363,1,,,,
SNP1364,1,,,,
SNP1365,1,,,,
SNP1366,1,,,,
SNP1367,1,,,,
SNP1368,1,,,,
SNP1369,1,,,,
SNP1370,1,,,,
SNP1371,1,,,,
SNP1372,1,,,,
SNP1373,1,,,,
SNP1374,1,,,,
SNP1375,1,,,,
SNP1376,1,,,,
SNP1377,1,,,,
SNP1378,1,,,,
SNP1379,1,,,,
SNP1380,1,,,,
SNP1381,1,,,,
SNP1382,1,,,,
SNP1383,1,,,,
SNP1384,1,,,,
SNP1385,1,,,,
SNP1386,1,,,,
SNP1387,1,,,,
SNP1388,1,,,,
SNP1389,1,,,,
SNP1390,1,,,,
SNP1391,1,,,,
SNP1392,1,,,,
SNP1393,1,,,,
SNP1394,1,,,,
SNP1395,1,,,,
SNP1396,1,,,,
SNP1397,1,,,,
SNP1398,1,,,,
SNP1399,1,,,,
SNP1400,1,,,,
SNP1401,1,,,,
SNP1402,1,,,,
SNP1403,1,,,,
SNP1404,1,,,,
SNP1405,1,,,,
SNP1406,1,,,,
SNP1407,1,,,,
SNP1408,1,,,,
SNP1409,1,,,,
SNP1410,1,,,,
SNP1411,1,,,,
SNP1412,1,,,,
SNP1413,1,,,,
SNP1414,1,,,,
SNP1415,1,,,,
SNP1416,1,,,,
SNP1417,1,,,,
SNP1418,1,,,,
SNP1419,1,,,,
SNP1420,1,,,,
SNP1421,1,,,,
SNP1422,1,,,,
SNP1423,1,,,,
SNP1424,1,,,,
SNP1425,1,,,,
SNP1426,1,,,,
SNP1427,1,,,,
SNP1428,1,,,,
SNP1429,1,,,,
SNP1430,1,,,,
SNP1431,1,,,,
SNP1432,1,,,,
SNP1433,1,,,,
SNP1434,1,,,,
SNP1435,1,,,,
SNP1436,1,,,,
SNP1437,1,,,,
SNP1438,1,,,,
SNP1439,1,,,,
SNP1440,1,,,,
SNP1441,1,,,,
SNP1442,1,,,,
SNP1443,1,,,,
SNP1444,1,,,,
SNP1445,1,,,,
SNP1446,1,,,,
SNP1447,1,,,,
SNP1448,1,,,,
SNP1449,1,,,,
SNP1450,1,,,,
SNP1451,1,,,,
SNP1452,1,,,,
SNP1453,1,,,,
SNP1454,1,,,,
SNP1455,1,,,,
SNP1456,1,,,,
SNP1457,1,,,,
SNP1458,1,,,,
SNP1459,1,,,,
SNP1460,1,,,,
SNP1461,1,,,,
SNP1462,1,,,,
SNP1463,1,,,,
SNP1464,1,,,,
SNP1465,1,,,,
SNP1466,1,,,,
SNP1467,1,,,,
SNP1468,1,,,,
SNP1469,1,,,,
SNP1470,1,,,,
SNP1471,1,,,,
SNP1472,1,,,,
SNP1473,1,,,,
SNP1474,1,,,,
SNP1475,1,,,,
SNP1476,1,,,,
SNP1477,1,,,,
SNP1478,1,,,,
SNP1479,1,,,,
SNP1480,1,,,,
SNP1481,1,,,,
SNP1482,1,,,,
SNP1483,1,,,,
SNP1484,1,,,,
SNP1485,1,,,,
SNP1486,1,,,,
SNP1487,1,,,,
SNP1488,1,,,,
SNP1489,1,,,,
SNP1490,1,,,,
SNP1491,1,,,,
SNP1492,1,,,,
SNP1493,1,,,,
SNP1494,1,,,,
SNP1495,1,,,,
SNP1496,1,,,,
SNP1497,1,,,,
SNP1498,1,,,,
SNP1499,1,,,,
SNP1500,1,,,,
SNP1501,1,,,,
SNP1502,1,,,,
SNP1503,1,,,,
SNP1504,1,,,,
SNP1505,1,,,,
SNP1506,1,,,,
SNP1507,1,,,,
SNP1508,1,,,,
SNP1509,1,,,,
SNP1510,1,,,,
SNP1511,1,,,,
SNP1512,1,,,,
SNP1513,1,,,,
SNP1514,1,,,,
SNP1515,1,,,,
SNP1516,1,,,,
SNP1517,1,,,,
SNP1518,1,,,,
SNP1519,1,,,,
SNP1520,1,,,,
SNP1521,1,,,,
SNP1522,1,,,,
SNP1523,1,,,,
SNP1524,1,,,,
SNP1525,1,,,,
SNP1526,1,,,,
SNP1527,1,,,,
SNP1528,1,,,,
SNP1529,1,,,,
SNP1530,1,,,,
SNP1531,1,,,,
SNP1532,1,,,,
SNP1533,1,,,,
SNP1534,1,,,,
SNP1535,1,,,,
SNP1536,1,,,,
SNP1537,1,,,,
SNP1538,1,,,,
SNP1539,1,,,,
SNP1540,1,,,,
SNP1541,1,,,,
SNP1542,1,,,,
SNP1543,1,,,,
SNP1544,1,,,,
SNP1545,1,,,,
SNP1546,1,,,,
SNP1547,1,,,,
SNP1548,1,,,,
SNP1549,1,,,,
SNP1550,1,,,,
SNP1551,1,,,,
SNP1552,1,,,,
SNP1553,1,,,,
SNP1554,1,,,,
SNP1555,1,,,,
SNP1556,1,,,,
SNP1557,1,,,,
SNP1558,1,,,,
SNP1559,1,,,,
SNP1560,1,,,,
SNP1561,1,,,,
SNP1562,1,,,,
SNP1563,1,,,,
SNP1564,1,,,,
SNP1565,1,,,,
SNP1566,1,,,,
SNP1567,1,,,,
SNP1568,1,,,,
SNP1569,1,,,,
SNP1570,1,,,,
SNP1571,1,,,,
SNP1572,1,,,,
SNP1573,1,,,,
SNP1574,1,,,,
SNP1575,1,,,,
SNP1576,1,,,,
SNP1577,1,,,,
SNP1578,1,,,,
SNP1579,1,,,,
SNP1580,1,,,,
SNP1581,1,,,,
SNP1582,1,,,,
SNP1583,1,,,,
SNP1584,1,,,,
SNP1585,1,,,,
SNP1586,1,,,,
SNP1587,1,,,,
SNP1588,1,,,,
SNP1589,1,,,,
SNP1590,1,,,,
SNP1591,1,,,,
SNP1592,1,,,,
SNP1593,1,,,,
SNP1594,1,,,,
SNP1595,1,,,,
SNP1596,1,,,,
SNP1597,1,,,,
SNP1598,1,,,,
SNP1599,1,,,,
SNP1600,1,,,,
SNP1601,1,,,,
SNP1602,1,,,,
SNP1603,1,,,,
SNP1604,1,,,,
SNP1605,1,,,,
SNP1606,1,,,,
SNP1607,1,,,,
SNP1608,1,,,,
SNP1609,1,,,,
SNP1610,1,,,,
SNP1611,1,,,,
SNP1612,1,,,,
SNP1613,1,,,,
SNP1614,1,,,,
SNP1615,1,,,,
SNP1616,1,,,,
SNP1617,1,,,,
SNP1618,1,,,,
SNP1619,1,,,,
SNP1620,1,,,,
SNP1621,1,,,,
SNP1622,1,,,,
SNP1623,1,,,,
SNP1624,1,,,,
SNP1625,1,,,,
SNP1626,1,,,,
SNP1627,1,,,,
SNP1628,1,,,,
SNP1629,1,,,,
SNP1630,1,,,,
SNP1631,1,,,,
SNP1632,1,,,,
SNP1633,1,,,,
SNP1634,1,,,,
SNP1635,1,,,,
SNP1636,1,,,,
SNP1637,1,,,,
SNP1638,1,,,,
SNP1639,1,,,,
SNP1640,1,,,,
SNP1641,1,,,,
SNP1642,1,,,,
SNP1643,1,,,,
SNP1644,1,,,,
SNP1645,1,,,,
SNP1646,1,,,,
SNP1647,1,,,,
SNP1648,1,,,,
SNP1649,1,,,,
SNP1650,1,,,,
SNP1651,1,,,,
SNP1652,1,,,,
SNP1653,1,,,,
SNP1654,1,,,,
SNP1655,1,,,,
SNP1656,1,,,,
SNP1657,1,,,,
SNP1658,1,,,,
SNP1659,1,,,,
SNP1660,1,,,,
SNP1661,1,,,,
SNP1662,1,,,,
SNP1663,1,,,,
SNP1664,1,,,,
SNP1665,1,,,,
SNP1666,1,,,,
SNP1667,1,,,,
SNP1668,1,,,,
SNP1669,1,,,,
SNP1670,1,,,,
SNP1671,1,,,,
SNP1672,1,,,,
SNP1673,1,,,,
SNP1674,1,,,,
SNP1675,1,,,,
SNP1676,1,,,,
SNP1677,1,,,,
SNP1678,1,,,,
SNP1679,1,,,,
SNP1680,1,,,,
SNP1681,1,,,,
SNP1682,1,,,,
SNP1683,1,,,,
SNP1684,1,,,,
SNP1685,1,,,,
SNP1686,1,,,,
SNP1687,1,,,,
SNP1688,1,,,,
SNP1689,1,,,,
SNP1690,1,,,,
SNP1691,1,,,,
SNP1692,1,,,,
SNP1693,1,,,,
SNP1694,1,,,,
SNP1695,1,,,,
SNP1696,1,,,,
SNP1697,1,,,,
SNP1698,1,,,,
SNP1699,1,,,,
SNP1700,1,,,,
SNP1701,1,,,,
SNP1702,1,,,,
SNP1703,1,,,,
SNP1704,1,,,,
SNP1705,1,,,,
SNP1706,1,,,,
SNP1707,1,,,,
SNP1708,1,,,,
SNP1709,1,,,,
SNP1710,1,,,,
SNP1711,1,,,,
SNP1712,1,,,,
SNP1713,1,,,,
SNP1714,1,,,,
SNP1715,1,,,,
SNP1716,1,,,,
SNP1717,1,,,,
SNP1718,1,,,,
SNP1719,1,,,,
SNP1720,1,,,,
SNP1721,1,,,,
SNP1722,1,,,,
SNP1723,1,,,,
SNP1724,1,,,,
SNP1725,1,,,,
SNP1726,1,,,,
SNP1727,1,,,,
SNP1728,1,,,,
SNP1729,1,,,,
SNP1730,1,,,,
SNP1731,1,,,,
SNP1732,1,,,,
SNP1733,1,,,,
SNP1734,1,,,,
SNP1735,1,,,,
SNP1736,1,,,,
SNP1737,1,,,,
SNP1738,1,,,,
SNP1739,1,,,,
SNP1740,1,,,,
SNP1741,1,,,,
SNP1742,1,,,,
SNP1743,1,,,,
SNP1744,1,,,,
SNP1745,1,,,,
SNP1746,1,,,,
SNP1747,1,,,,
SNP1748,1,,,,
SNP1749,1,,,,
SNP1750,1,,,,
SNP1751,1,,,,
SNP1752,1,,,,
SNP1753,1,,,,
SNP1754,1,,,,
SNP1755,1,,,,
SNP1756,1,,,,
SNP1757,1,,,,
SNP1758,1,,,,
SNP1759,1,,,,
SNP1760,1,,,,
SNP1761,1,,,,
SNP1762,1,,,,
SNP1763,1,,,,
SNP1764,1,,,,
SNP1765,1,,,,
SNP1766,1,,,,
SNP1767,1,,,,
SNP1768,1,,,,
SNP1769,1,,,,
SNP1770,1,,,,
SNP1771,1,,,,
SNP1772,1,,,,
SNP1773,1,,,,
SNP1774,1,,,,
SNP1775,1,,,,
SNP1776,1,,,,
SNP1777,1,,,,
SNP1778,1,,,,
SNP1779,1,,,,
SNP1780,1,,,,
SNP1781,1,,,,
SNP1782,1,,,,
SNP1783,1,,,,
SNP1784,1,,,,
SNP1785,1,,,,
SNP1786,1,,,,
SNP1787,1,,,,
SNP1788,1,,,,
SNP1789,1,,,,
SNP1790,1,,,,
SNP1791,1,,,,
SNP1792,1,,,,
SNP1793,1,,,,
SNP1794,1,,,,
SNP1795,1,,,,
SNP1796,1,,,,
SNP1797,1,,,,
SNP1798,1,,,,
SNP1799,1,,,,
SNP1800,1,,,,
SNP1801,1,,,,
SNP1802,1,,,,
SNP1803,1,,,,
SNP1804,1,,,,
SNP1805,1,,,,
SNP1806,1,,,,
SNP1807,1,,,,
SNP1808,1,,,,
SNP1809,1,,,,
SNP1810,1,,,,
SNP1811,1,,,,
SNP1812,1,,,,
SNP1813,1,,,,
SNP1814,1,,,,
SNP1815,1,,,,
SNP1816,1,,,,
SNP1817,1,,,,
SNP1818,1,,,,
SNP1819,1,,,,
SNP1820,1,,,,
SNP1821,1,,,,
SNP1822,1,,,,
SNP1823,1,,,,
SNP1824,1,,,,
SNP1825,1,,,,
SNP1826,1,,,,
SNP1827,1,,,,
SNP1828,1,,,,
SNP1829,1,,,,
SNP1830,1,,,,
SNP1831,1,,,,
SNP1832,1,,,,
SNP1833,1,,,,
SNP1834,1,,,,
SNP1835,1,,,,
SNP1836,1,,,,
SNP1837,1,,,,
SNP1838,1,,,,
SNP1839,1,,,,
SNP1840,1,,,,
SNP1841,1,,,,
SNP1842,1,,,,
SNP1843,1,,,,
SNP1844,1,,,,
SNP1845,1,,,,
SNP1846,1,,,,
SNP1847,1,,,,
SNP1848,1,,,,
SNP1849,1,,,,
SNP1850,1,,,,
SNP1851,1,,,,
SNP1852,1,,,,
SNP1853,1,,,,
SNP1854,1,,,,
SNP1855,1,,,,
SNP1856,1,,,,
SNP1857,1,,,,
SNP1858,1,,,,
SNP1859,1,,,,
SNP1860,1,,,,
SNP1861,1,,,,
SNP1862,1,,,,
SNP1863,1,,,,
SNP1864,1,,,,
SNP1865,1,,,,
SNP1866,1,,,,
SNP1867,1,,,,
SNP1868,1,,,,
SNP1869,1,,,,
SNP1870,1,,,,
SNP1871,1,,,,
SNP1872,1,,,,
SNP1873,1,,,,
SNP1874,1,,,,
SNP1875,1,,,,
SNP1876,1,,,,
SNP1877,1,,,,
SNP1878,1,,,,
SNP1879,1,,,,
SNP1880,1,,,,
SNP1881,1,,,,
SNP1882,1,,,,
SNP1883,1,,,,
SNP1884,1,,,,
SNP1885,1,,,,
SNP1886,1,,,,
SNP1887,1,,,,
SNP1888,1,,,,
SNP1889,1,,,,
SNP1890,1,,,,
SNP1891,1,,,,
SNP1892,1,,,,
SNP1893,1,,,,
SNP1894,1,,,,
SNP1895,1,,,,
SNP1896,1,,,,
SNP1897,1,,,,
SNP1898,1,,,,
SNP1899,1,,,,
SNP1900,1,,,,
SNP1901,1,,,,
SNP1902,1,,,,
SNP1903,1,,,,
SNP1904,1,,,,
SNP1905,1,,,,
SNP1906,1,,,,
SNP1907,1,,,,
SNP1908,1,,,,
SNP1909,1,,,,
SNP1910,1,,,,
SNP1911,1,,,,
SNP1912,1,,,,
SNP1913,1,,,,
SNP1914,1,,,,
SNP1915,1,,,,
SNP1916,1,,,,
SNP1917,1,,,,
SNP1918,1,,,,
SNP1919,1,,,,
SNP1920,1,,,,
SNP1921,1,,,,
SNP1922,1,,,,
SNP1923,1,,,,
SNP1924,1,,,,
SNP1925,1,,,,
SNP1926,1,,,,
SNP1927,1,,,,
SNP1928,1,,,,
SNP1929,1,,,,
SNP1930,1,,,,
SNP1931,1,,,,
SNP1932,1,,,,
SNP1933,1,,,,
SNP1934,1,,,,
SNP1935,1,,,,
SNP1936,1,,,,
SNP1937,1,,,,
SNP1938,1,,,,
SNP1939,1,,,,
SNP1940,1,,,,
SNP1941,1,,,,
SNP1942,1,,,,
SNP1943,1,,,,
SNP1944,1,,,,
SNP1945,1,,,,
SNP1946,1,,,,
SNP1947,1,,,,
SNP1948,1,,,,
SNP1949,1,,,,
SNP1950,1,,,,
SNP1951,1,,,,
SNP1952,1,,,,
SNP1953,1,,,,
SNP1954,1,,,,
SNP1955,1,,,,
SNP1956,1,,,,
SNP1957,1,,,,
SNP1958,1,,,,
SNP1959,1,,,,
SNP1960,1,,,,
SNP1961,1,,,,
SNP1962,1,,,,
SNP1963,1,,,,
SNP1964,1,,,,
SNP1965,1,,,,
SNP1966,1,,,,
SNP1967,1,,,,
SNP1968,1,,,,
SNP1969,1,,,,
SNP1970,1,,,,
SNP1971,1,,,,
SNP1972,1,,,,
SNP1973,1,,,,
SNP1974,1,,,,
SNP1975,1,,,,
SNP1976,1,,,,
SNP1977,1,,,,
SNP1978,1,,,,
SNP1979,1,,,,
SNP1980,1,,,,
SNP1981,1,,,,
SNP1982,1,,,,
SNP1983,1,,,,
SNP1984,1,,,,
SNP1985,1,,,,
SNP1986,1,,,,
SNP1987,1,,,,
SNP1988,1,,,,
SNP1989,1,,,,
SNP1990,1,,,,
SNP1991,1,,,,
SNP1992,1,,,,
SNP1993,1,,,,
SNP1994,1,,,,
SNP1995,1,,,,
SNP1996,1,,,,
SNP1997,1,,,,
SNP1998,1,,,,
SNP1999,1,,,,
SNP2000,1,,,,
SNP2001,,1,,,
SNP2002,,1,,,
SNP2003,,1,,,
SNP2004,,1,,,
SNP2005,,1,,,
SNP2006,,1,,,
SNP2007,,1,,,
SNP2008,,1,,,
SNP2009,,1,,,
SNP2010,,1,,,
SNP2011,,1,,,
SNP2012,,1,,,
SNP2013,,1,,,
SNP2014,,1,,,
SNP2015,,1,,,
SNP2016,,1,,,
SNP2017,,1,,,
SNP2018,,1,,,
SNP2019,,1,,,
SNP2020,,1,,,
SNP2021,,1,,,
SNP2022,,1,,,
SNP2023,,1,,,
SNP2024,,1,,,
SNP2025,,1,,,
SNP2026,,1,,,
SNP2027,,1,,,
SNP2028,,1,,,
SNP2029,,1,,,
SNP2030,,1,,,
SNP2031,,1,,,
SNP2032,,1,,,
SNP2033,,1,,,
SNP2034,,1,,,
SNP2035,,1,,,
SNP2036,,1,,,
SNP2037,,1,,,
SNP2038,,1,,,
SNP2039,,1,,,
SNP2040,,1,,,
SNP2041,,1,,,
SNP2042,,1,,,
SNP2043,,1,,,
SNP2044,,1,,,
SNP2045,,1,,,
SNP2046,,1,,,
SNP2047,,1,,,
SNP2048,,1,,,
SNP2049,,1,,,
SNP2050,,1,,,
SNP2051,,1,,,
SNP2052,,1,,,
SNP2053,,1,,,
SNP2054,,1,,,
SNP2055,,1,,,
SNP2056,,1,,,
SNP2057,,1,,,
SNP2058,,1,,,
SNP2059,,1,,,
SNP2060,,1,,,
SNP2061,,1,,,
SNP2062,,1,,,
SNP2063,,1,,,
SNP2064,,1,,,
SNP2065,,1,,,
SNP2066,,1,,,
SNP2067,,1,,,
SNP2068,,1,,,
SNP2069,,1,,,
SNP2070,,1,,,
SNP2071,,1,,,
SNP2072,,1,,,
SNP2073,,1,,,
SNP2074,,1,,,
SNP2075,,1,,,
SNP2076,,1,,,
SNP2077,,1,,,
SNP2078,,1,,,
SNP2079,,1,,,
SNP2080,,1,,,
SNP2081,,1,,,
SNP2082,,1,,,
SNP2083,,1,,,
SNP2084,,1,,,
SNP2085,,1,,,
SNP2086,,1,,,
SNP2087,,1,,,
SNP2088,,1,,,
SNP2089,,1,,,
SNP2090,,1,,,
SNP2091,,1,,,
SNP2092,,1,,,
SNP2093,,1,,,
SNP2094,,1,,,
SNP2095,,1,,,
SNP2096,,1,,,
SNP2097,,1,,,
SNP2098,,1,,,
SNP2099,,1,,,
SNP2100,,1,,,
SNP2101,,1,,,
SNP2102,,1,,,
SNP2103,,1,,,
SNP2104,,1,,,
SNP2105,,1,,,
SNP2106,,1,,,
SNP2107,,1,,,
SNP2108,,1,,,
SNP2109,,1,,,
SNP2110,,1,,,
SNP2111,,1,,,
SNP2112,,1,,,
SNP2113,,1,,,
SNP2114,,1,,,
SNP2115,,1,,,
SNP2116,,1,,,
SNP2117,,1,,,
SNP2118,,1,,,
SNP2119,,1,,,
SNP2120,,1,,,
SNP2121,,1,,,
SNP2122,,1,,,
SNP2123,,1,,,
SNP2124,,1,,,
SNP2125,,1,,,
SNP2126,,1,,,
SNP2127,,1,,,
SNP2128,,1,,,
SNP2129,,1,,,
SNP2130,,1,,,
SNP2131,,1,,,
SNP2132,,1,,,
SNP2133,,1,,,
SNP2134,,1,,,
SNP2135,,1,,,
SNP2136,,1,,,
SNP2137,,1,,,
SNP2138,,1,,,
SNP2139,,1,,,
SNP2140,,1,,,
SNP2141,,1,,,
SNP2142,,1,,,
SNP2143,,1,,,
SNP2144,,1,,,
SNP2145,,1,,,
SNP2146,,1,,,
SNP2147,,1,,,
SNP2148,,1,,,
SNP2149,,1,,,
SNP2150,,1,,,
SNP2151,,1,,,
SNP2152,,1,,,
SNP2153,,1,,,
SNP2154,,1,,,
SNP2155,,1,,,
SNP2156,,1,,,
SNP2157,,1,,,
SNP2158,,1,,,
SNP2159,,1,,,
SNP2160,,1,,,
SNP2161,,1,,,
SNP2162,,1,,,
SNP2163,,1,,,
SNP2164,,1,,,
SNP2165,,1,,,
SNP2166,,1,,,
SNP2167,,1,,,
SNP2168,,1,,,
SNP2169,,1,,,
SNP2170,,1,,,
SNP2171,,1,,,
SNP2172,,1,,,
SNP2173,,1,,,
SNP2174,,1,,,
SNP2175,,1,,,
SNP2176,,1,,,
SNP2177,,1,,,
SNP2178,,1,,,
SNP2179,,1,,,
SNP2180,,1,,,
SNP2181,,1,,,
SNP2182,,1,,,
SNP2183,,1,,,
SNP2184,,1,,,
SNP2185,,1,,,
SNP2186,,1,,,
SNP2187,,1,,,
SNP2188,,1,,,
SNP2189,,1,,,
SNP2190,,1,,,
SNP2191,,1,,,
SNP2192,,1,,,
SNP2193,,1,,,
SNP2194,,1,,,
SNP2195,,1,,,
SNP2196,,1,,,
SNP2197,,1,,,
SNP2198,,1,,,
SNP2199,,1,,,
SNP2200,,1,,,
SNP2201,,1,,,
SNP2202,,1,,,
SNP2203,,1,,,
SNP2204,,1,,,
SNP2205,,1,,,
SNP2206,,1,,,
SNP2207,,1,,,
SNP2208,,1,,,
SNP2209,,1,,,
SNP2210,,1,,,
SNP2211,,1,,,
SNP2212,,1,,,
SNP2213,,1,,,
SNP2214,,1,,,
SNP2215,,1,,,
SNP2216,,1,,,
SNP2217,,1,,,
SNP2218,,1,,,
SNP2219,,1,,,
SNP2220,,1,,,
SNP2221,,1,,,
SNP2222,,1,,,
SNP2223,,1,,,
SNP2224,,1,,,
SNP2225,,1,,,
SNP2226,,1,,,
SNP2227,,1,,,
SNP2228,,1,,,
SNP2229,,1,,,
SNP2230,,1,,,
SNP2231,,1,,,
SNP2232,,1,,,
SNP2233,,1,,,
SNP2234,,1,,,
SNP2235,,1,,,
SNP2236,,1,,,
SNP2237,,1,,,
SNP2238,,1,,,
SNP2239,,1,,,
SNP2240,,1,,,
SNP2241,,1,,,
SNP2242,,1,,,
SNP2243,,1,,,
SNP2244,,1,,,
SNP2245,,1,,,
SNP2246,,1,,,
SNP2247,,1,,,
SNP2248,,1,,,
SNP2249,,1,,,
SNP2250,,1,,,
SNP2251,,1,,,
SNP2252,,1,,,
SNP2253,,1,,,
SNP2254,,1,,,
SNP2255,,1,,,
SNP2256,,1,,,
SNP2257,,1,,,
SNP2258,,1,,,
SNP2259,,1,,,
SNP2260,,1,,,
SNP2261,,1,,,
SNP2262,,1,,,
SNP2263,,1,,,
SNP2264,,1,,,
SNP2265,,1,,,
SNP2266,,1,,,
SNP2267,,1,,,
SNP2268,,1,,,
SNP2269,,1,,,
SNP2270,,1,,,
SNP2271,,1,,,
SNP2272,,1,,,
SNP2273,,1,,,
SNP2274,,1,,,
SNP2275,,1,,,
SNP2276,,1,,,
SNP2277,,1,,,
SNP2278,,1,,,
SNP2279,,1,,,
SNP2280,,1,,,
SNP2281,,1,,,
SNP2282,,1,,,
SNP2283,,1,,,
SNP2284,,1,,,
SNP2285,,1,,,
SNP2286,,1,,,
SNP2287,,1,,,
SNP2288,,1,,,
SNP2289,,1,,,
SNP2290,,1,,,
SNP2291,,1,,,
SNP2292,,1,,,
SNP2293,,1,,,
SNP2294,,1,,,
SNP2295,,1,,,
SNP2296,,1,,,
SNP2297,,1,,,
SNP2298,,1,,,
SNP2299,,1,,,
SNP2300,,1,,,
SNP2301,,1,,,
SNP2302,,1,,,
SNP2303,,1,,,
SNP2304,,1,,,
SNP2305,,1,,,
SNP2306,,1,,,
SNP2307,,1,,,
SNP2308,,1,,,
SNP2309,,1,,,
SNP2310,,1,,,
SNP2311,,1,,,
SNP2312,,1,,,
SNP2313,,1,,,
SNP2314,,1,,,
SNP2315,,1,,,
SNP2316,,1,,,
SNP2317,,1,,,
SNP2318,,1,,,
SNP2319,,1,,,
SNP2320,,1,,,
SNP2321,,1,,,
SNP2322,,1,,,
SNP2323,,1,,,
SNP2324,,1,,,
SNP2325,,1,,,
SNP2326,,1,,,
SNP2327,,1,,,
SNP2328,,1,,,
SNP2329,,1,,,
SNP2330,,1,,,
SNP2331,,1,,,
SNP2332,,1,,,
SNP2333,,1,,,
SNP2334,,1,,,
SNP2335,,1,,,
SNP2336,,1,,,
SNP2337,,1,,,
SNP2338,,1,,,
SNP2339,,1,,,
SNP2340,,1,,,
SNP2341,,1,,,
SNP2342,,1,,,
SNP2343,,1,,,
SNP2344,,1,,,
SNP2345,,1,,,
SNP2346,,1,,,
SNP2347,,1,,,
SNP2348,,1,,,
SNP2349,,1,,,
SNP2350,,1,,,
SNP2351,,1,,,
SNP2352,,1,,,
SNP2353,,1,,,
SNP2354,,1,,,
SNP2355,,1,,,
SNP2356,,1,,,
SNP2357,,1,,,
SNP2358,,1,,,
SNP2359,,1,,,
SNP2360,,1,,,
SNP2361,,1,,,
SNP2362,,1,,,
SNP2363,,1,,,
SNP2364,,1,,,
SNP2365,,1,,,
SNP2366,,1,,,
SNP2367,,1,,,
SNP2368,,1,,,
SNP2369,,1,,,
SNP2370,,1,,,
SNP2371,,1,,,
SNP2372,,1,,,
SNP2373,,1,,,
SNP2374,,1,,,
SNP2375,,1,,,
SNP2376,,1,,,
SNP2377,,1,,,
SNP2378,,1,,,
SNP2379,,1,,,
SNP2380,,1,,,
SNP2381,,1,,,
SNP2382,,1,,,
SNP2383,,1,,,
SNP2384,,1,,,
SNP2385,,1,,,
SNP2386,,1,,,
SNP2387,,1,,,
SNP2388,,1,,,
SNP2389,,1,,,
SNP2390,,1,,,
SNP2391,,1,,,
SNP2392,,1,,,
SNP2393,,1,,,
SNP2394,,1,,,
SNP2395,,1,,,
SNP2396,,1,,,
SNP2397,,1,,,
SNP2398,,1,,,
SNP2399,,1,,,
SNP2400,,1,,,
SNP2401,,1,,,
SNP2402,,1,,,
SNP2403,,1,,,
SNP2404,,1,,,
SNP2405,,1,,,
SNP2406,,1,,,
SNP2407,,1,,,
SNP2408,,1,,,
SNP2409,,1,,,
SNP2410,,1,,,
SNP2411,,1,,,
SNP2412,,1,,,
