IID,milk
1633,0.00144171
1634,-0.0126067
1635,0.00709644
1636,0.00411089
1637,0.00631531
1638,0.00191015
1639,-0.00553653
1640,0.00326331
1641,-0.0054021
1642,0.00375621
1643,-0.000928386
1644,0.00609742
1645,-0.000323545
1646,0.0139186
1647,-0.00307264
1648,-0.00476638
1649,-0.00225486
1650,0.00360509
1651,0.00515867
1652,-0.00369581
1653,0.00512989
1654,0.000991146
1655,0.0012514
1656,0.00414298
1657,0.021036
1658,0.00314232
1659,-0.00316371
1660,0.00343288
1661,-0.00223394
1662,0.00413165
1663,-0.00190233
1664,-0.00228083
1665,-0.00503918
1666,-0.0116362
1667,0.00258766
1668,-0.00167571
1669,-0.0146962
1670,-0.00336798
1671,0.00985557
1672,-0.00350289
1673,-0.000800657
1674,0.0025805
1675,0.00525774
1676,-0.000390956
1677,0.00231993
1678,-0.0171854
1679,-0.0093429
1680,-0.00956519
1681,0.0109716
1682,-0.00682085
1683,0.0110768
1684,0.00205281
1685,0.00755643
1686,0.00108028
1687,-0.00444536
1688,-0.010413
1689,-0.00734656
1690,-0.00111706
1691,-0.00748452
1692,-0.00430136
1693,0.010468
1694,-0.00347662
1695,0.0042099
1696,-0.00227811
1697,-0.00411071
1698,-0.00309059
1699,-0.000224095
1700,-0.00339466
1701,-0.00611726
1702,-0.00858517
1703,-0.00681648
1704,-0.00105704
1705,0.00275877
1706,0.00108798
1707,0.00196665
1708,-0.00380108
1709,0.000296825
1710,0.00395039
1711,0.00880175
1712,0.0126579
1713,0.00555409
1714,-0.0128097
1715,0.00366266
1716,-0.000153298
1717,-0.000671685
1718,0.00582253
1719,-0.000342303
1720,0.00699805
1721,0.00269253
1722,0.0166077
1723,-0.00261147
1724,-0.0117268
1725,0.0045305
1726,0.00492543
1727,-0.000394562
1728,0.00253689
1729,0.00983839
1730,0.00220495
1731,0.000197089
1732,0.00290676
1733,-0.00199568
1734,-0.0150925
1735,-0.00326356
1736,0.0185166
1737,0.00120627
1738,0.00854115
1739,-0.00507761
1740,-0.00681218
1741,0.00727057
1742,-0.000938619
1743,0.000536918
1744,-0.008476
1745,-0.00873038
1746,0.00713429
1747,-0.000414293
1748,-0.00626283
1749,0.0123588
1750,0.00209548
1751,0.00185458
1752,0.00461698
1753,-0.00352466
1754,0.00347903
1755,-0.0105403
1756,-0.00249992
1757,-0.00175689
1758,0.00218576
1759,-0.0042361
1760,0.00323433
1761,-0.00392368
1762,-0.00493665
1763,-0.00217223
1764,-0.00504259
1765,-0.00113986
1766,-0.0064517
1767,-0.00558173
1768,-0.0024797
1769,0.010478
1770,-0.000654126
1771,-0.005736
1772,-0.00197953
1773,0.00665713
1774,-0.00568597
1775,-0.00511886
1776,0.00796618
1777,0.000494721
1778,-0.00708574
1779,0.00456861
1780,-0.00538531
1781,0.000398792
1782,-0.00601149
1783,0.00359272
1784,0.00319523
1785,-0.00187426
1786,0.00527056
1787,0.0119948
1788,0.00193703
1789,-0.0045772
1790,0.00250139
1791,-0.0122263
1792,0.00652635
1793,-0.00398286
1794,-0.00434484
1795,0.00621597
1796,-0.00139882
1797,0.0132752
1798,-0.00544988
1799,-0.00195928
1800,0.00170254
1801,-0.00248451
1802,0.00364582
1803,-0.000556629
1804,-1.33191e-05
1805,0.00524395
1806,0.00570919
1807,-0.00055639
1808,0.00804272
1809,-0.00299902
1810,-0.00260885
1811,-0.00483813
1812,-0.00014175
1813,0.00265935
1814,0.00116649
1815,-0.00841422
1816,-0.0108717
1817,0.000673482
1818,0.00488937
1819,0.00218722
1820,-0.00249174
1821,-0.00546389
1822,-0.00296892
1823,0.00319
1824,-0.00565995
1825,-0.00477644
1826,0.004228
1827,0.00821127
1828,-0.00106706
1829,0.0171393
1830,0.00504694
1831,-0.0029414
1832,-0.00587676
1833,-0.000530287
1834,0.0162091
1835,0.00655679
1836,-0.0201648
1837,-0.000533313
1838,-0.00508117
1839,-0.0112629
1840,0.00374639
1841,0.00223584
1842,-0.000225249
1843,0.0029537
1844,0.00340246
1845,0.00168255
1846,-0.00199336
1847,-0.0049419
1848,0.00245289
1849,-0.00018061
1850,0.00368932
1851,-0.00376804
1852,-0.00256822
1853,0.00313631
1854,-0.00522007
1855,-0.0085579
1856,0.00846713
1857,-0.0068329
1858,-0.00346121
1859,-0.00094096
1860,0.00196001
1861,0.000149995
1862,-0.000451503
1863,0.00546037
1864,0.0143279
1865,-0.00699669
1866,0.00958014
1867,0.00158036
1868,0.0108121
1869,-0.00341797
1870,0.00956666
1871,-0.00869184
1872,-0.0144679
1873,0.00319409
1874,-0.00161744
1875,0.0132918
1876,-0.013765
1877,0.00225175
1878,0.000559885
1879,-0.00197668
1880,-0.001482
1881,-0.000422953
1882,0.00185835
1883,-0.00383062
1884,0.0149783
1885,-0.00449015
1886,-0.00195889
1887,-0.00472364
1888,-3.89815e-05
1889,0.000847573
1890,-6.9829e-06
1891,0.000449385
1892,-0.00773157
1893,-0.00568681
1894,-0.00419896
1895,0.000177901
1896,-0.00184865
1897,0.00811067
1898,0.00467162
1899,0.00100945
1900,-0.0162245
1901,-0.00657761
1902,0.00146674
1903,-0.00406709
1904,-0.0013719
1905,0.00223501
1906,-0.00205525
1907,0.00684891
1908,0.00781371
1909,0.000765693
1910,0.00806975
1911,0.00762915
1912,0.00115798
1913,-0.00105049
1914,-0.00680106
1915,-0.00107165
1916,0.00122844
1917,-0.000703913
1918,-0.00645737
1919,0.00968265
1920,0.00580485
1921,-0.0112878
1922,-0.0166072
1923,0.00418501
1924,0.00939744
1925,-0.00952241
1926,-0.001675
1927,-0.000972438
1928,0.00305495
1929,-0.00228424
1930,-0.00437919
1931,-0.000389514
1932,-0.00093565
1933,0.0037752
1934,-0.00932008
1935,-0.00306886
1936,0.00854153
1937,0.000491521
1938,-0.0063317
1939,0.00347008
1940,-0.00258943
1941,0.00920483
1942,-0.00261019
1943,-0.0128793
1944,-0.00198314
1945,0.00101321
1946,0.00364646
1947,-0.0133571
1948,-0.00795338
1949,-0.00352116
1950,0.0129678
1951,-0.00759173
1952,-0.00212262
1953,-0.00976717
1954,0.0109886
1955,-0.000257054
1956,0.000760116
1957,0.00939182
1958,0.000909736
1959,-0.00235628
1960,0.00299611
1961,0.0108961
1962,0.00408018
1963,0.00807261
1964,-0.00458045
1965,0.00222132
1966,0.0027864
1967,0.00498557
1968,0.00535841
1969,0.000218928
1970,-0.00143892
1971,-0.00294941
1972,-0.0132319
1973,0.00217263
1974,-0.00823623
1975,-0.000451152
1976,0.00205635
1977,-0.000920031
1978,-0.000268927
1979,0.000389944
1980,0.00875929
1981,-0.000106789
1982,0.00377015
1983,-0.00651716
1984,0.00696659
1985,0.00164485
1986,-0.0150145
1987,-0.00440558
1988,-0.00676692
1989,-0.00216653
1990,-0.0111754
1991,-0.0050956
1992,0.00698311
1993,0.0137023
1994,-0.013135
1995,0.00353436
1996,-0.00216646
1997,0.00675389
1998,-0.00632498
1999,0.00410461
2000,-0.000170957
2001,0.00581973
2002,-0.0078834
2003,0.00198259
2004,0.00502241
2005,-0.0108232
2006,0.00531688
2007,-0.0050921
2008,0.00247625
2009,0.00840285
2010,-0.0180546
2011,-0.00591658
2012,0.00982416
2013,-0.00907054
2014,-0.000995496
2015,0.00653991
2016,0.00640993
2017,-0.00477709
2018,0.00815899
2019,-0.00512788
2020,0.00726222
2021,0.0126475
2022,0.00414766
2023,-0.00278353
2024,-3.69983e-07
2025,-0.00259669
2026,0.000809596
2027,-0.0110458
2028,-0.00198227
2029,-0.0131292
2030,-0.00326565
2031,0.00355449
2032,-0.00587941
2033,-0.00107812
2034,0.00942959
2035,-0.00878494
2036,-0.000444269
2037,-0.00408869
2038,0.00394708
2039,-0.000163852
2040,0.00622219
2041,0.00270495
2042,0.00276484
2043,-0.0123484
2044,-0.00311764
2045,-0.0111944
2046,0.00356664
2047,0.0151018
2048,0.0046132
2049,-0.0032239
2050,0.00676107
2051,-0.000840784
2052,0.0113721
2053,-0.000186938
2054,-0.00393158
2055,-0.00144688
2056,2.78455e-05
2057,0.00723969
2058,-0.0160935
2059,0.00361689
2060,-7.86779e-05
2081,0.00920509
2082,-0.00303791
2083,0.00100716
2084,-0.0086871
2085,-0.00463533
2086,0.000140861
2087,-0.00100332
2088,-0.00164444
2089,0.0108768
2090,-0.00592758
2091,0.000556185
2092,-0.00688844
2093,-0.00780135
2094,0.000640523
2095,0.00488985
2096,0.00177444
2097,-0.00689063
2098,0.00591589
2099,-0.019083
2100,-0.00453787
2101,0.00374563
2102,-0.00952122
2103,-0.000604732
2104,0.00627651
2105,0.00310863
2106,0.000525271
2107,-0.00257812
2108,-0.00365779
2109,0.0098956
2110,0.00546464
2111,-2.1482e-05
2112,-0.009962
2113,0.00145846
2114,0.00920067
2115,0.00331834
2116,-0.0055355
2117,0.00473387
2118,0.00318636
2119,0.00719529
2120,-0.00677143
2121,-0.00212831
2122,-0.00791921
2123,-0.00453264
2124,0.0093802
2125,0.00364624
2126,-0.00222116
2127,0.0124364
2128,0.00159676
2129,0.000780767
2130,0.00610457
2131,0.00531411
2132,0.00195255
2133,0.000960174
2134,0.00474712
2135,-0.00832395
2136,-0.0164584
2137,0.00299323
2138,0.00164472
2139,0.000578878
2140,-0.00291481
2141,-0.00516837
2142,0.00739656
2143,-0.00742641
2144,-0.00638724
2145,-0.00748105
2146,0.00658987
2147,-0.00774462
2148,-0.000738077
2149,-0.0105122
2150,-0.00306588
2151,-0.00225561
2152,0.00781117
2153,0.00894727
2154,-0.00254113
2155,0.00412547
2156,0.00541753
2157,-0.00813174
2158,-0.00704751
2159,0.00833206
2160,-0.011913
2161,0.00456556
2162,-0.00136393
2163,0.00513895
2164,-0.00990472
2165,-0.00147768
2166,-0.00405844
2167,0.00624444
2168,0.00353237
2169,-0.00282343
2170,-0.00509515
2171,0.00392542
2172,-0.00309527
2173,-0.00204248
2174,-0.00259534
2175,-0.000700867
2176,-0.00997595
2177,0.00892062
2178,-0.00677601
2179,0.00578014
2180,-0.0031304
2181,-0.00612847
2182,-0.00650803
2183,0.00255881
2184,0.00109632
2185,-0.00311821
2186,-0.00364053
2187,0.0012589
2188,0.00577097
2189,0.00201164
2190,-0.0121205
2191,0.00333353
2192,-0.0126114
2193,-0.00435979
2194,0.00540873
2195,-0.000468071
2196,-4.53524e-06
2197,0.00590025
2198,-0.00695012
2199,0.00588837
2200,-0.00264173
2201,-0.00231731
2202,0.00947404
2203,-0.00488134
2204,0.00350853
2205,-0.00635739
2206,0.00263565
2207,-0.00366566
2208,0.00272287
2209,-0.015368
2210,-0.00225029
2211,0.00450169
2212,-0.0064192
2213,0.0010323
2214,-0.000508676
2215,-0.00128963
2216,-0.00434767
2217,0.0159637
2218,-0.00304586
2219,-0.00194151
2220,0.00839344
2221,-0.00357559
2222,-0.000689149
2223,-0.0127137
2224,0.0107203
2225,-0.00462649
2226,0.00773035
2227,0.0071864
2228,-0.00555165
2229,0.00565124
2230,-0.00444416
2231,-0.00541586
2232,0.0106166
2233,-0.00329486
2234,0.00508383
2235,0.00334627
2236,0.00718349
2237,-0.005705
2238,-0.0114882
2239,-0.00896309
2240,-0.00276432
2241,6.04134e-05
2242,-0.0070684
2243,0.00178071
2244,0.00691126
2245,-0.0071
2246,0.000969014
2247,-0.00211572
2248,-0.00801906
2249,0.00146447
2250,0.00702191
2251,-0.00900341
2252,-0.00705469
2253,0.00117638
2254,0.00315293
2255,0.000156659
2256,0.00727499
2257,-0.00243602
2258,-0.00380147
2259,-0.0119855
2260,0.0017438
2261,-0.00119731
2262,0.002645
2263,-0.00777625
2264,-0.00208009
2265,-0.00169679
2266,0.00493142
2267,0.0062222
2268,3.01092e-05
2269,0.00658136
2270,0.00158725
2271,-0.00193906
2272,0.0014662
2273,0.0011109
2274,-0.00360574
2275,-0.00187926
2276,-0.00247289
2277,0.00541424
2278,-0.00198491
2279,-0.00328829
2280,-0.00702789
2281,0.00476849
2282,0.00869043
2283,-0.00472012
2284,-0.00199607
2285,-0.00182277
2286,0.00242987
2287,0.0049229
2288,-0.00660375
2289,0.00685025
2290,-0.00299971
2291,0.00394068
2292,-0.00690534
2293,-0.00393872
2294,-0.00498542
2295,0.000962833
2296,0.00827641
2297,0.00705672
2298,0.00901916
2299,0.0106418
2300,-0.00960542
2301,0.00289656
2302,0.0125066
2303,0.000777166
2304,-0.0116701
2305,-0.0135868
2306,0.000590565
2307,-0.00900172
2308,-0.000677512
2309,-0.00466003
2310,0.00747191
2311,-0.00963364
2312,0.0100238
2313,-0.00600533
2314,0.0122775
2315,-0.00725391
2316,0.0146315
2317,0.000211934
2318,-0.00330821
2319,-0.00316311
2320,-0.00874254
2321,-0.00445547
2322,0.00538092
2323,0.00459711
2324,-0.00756018
2325,-0.000755995
2326,-0.00155404
2327,0.000825101
2328,0.00183586
2329,0.00623982
2330,-0.00970761
2331,-0.00458272
2332,0.000646347
2333,-0.00787723
2334,0.00286752
2335,-0.00901839
2336,0.00370398
2337,0.0126578
2338,0.000245784
2339,4.30967e-05
2340,-0.0029934
2341,0.0101964
2342,0.0022346
2343,-0.0045902
2344,0.000995697
2345,0.00138795
2346,-0.00189066
2347,-0.00960478
2348,-0.00596581
2349,-0.00709616
2350,3.1803e-06
2351,0.00677544
2352,-0.000690333
2353,0.00237506
2354,-0.00483157
2355,0.000783446
2356,0.00545276
2357,-0.0030298
2358,-0.00137512
2359,-0.00555823
2360,-0.00722527
2361,-0.00304543
2362,-0.00647363
2363,0.00109185
2364,0.000354505
2365,0.00164881
2366,0.00683747
2367,0.000472794
2368,0.00317295
2369,0.00229603
2370,0.000677206
2371,-0.00300149
2372,0.00269791
2373,-0.000353943
2374,0.00304571
2375,-0.000512894
2376,-0.000212876
2377,0.00331165
2378,-0.00609424
2379,0.013724
2380,0.00814932
2381,0.000925401
2382,0.00303376
2383,0.00608004
2384,0.0126728
2385,-0.00813233
2386,-0.00796674
2387,-0.00101899
2388,-0.00548771
2389,0.00124158
2390,0.00200995
2391,0.00292645
2392,0.00796399
2393,0.000199029
2394,-0.00126445
2395,-0.0090618
2396,-0.010833
2397,0.000512246
2398,-0.0152558
2399,0.00634196
2400,0.00250007
2401,-0.00766134
2402,-0.00283004
2403,-0.00120559
2404,-0.00193961
2405,-0.0005389
2406,-0.00821399
2407,-0.00257183
2408,-0.00117466
2409,-0.00702913
2410,0.0120935
2411,-0.000762593
2412,0.00607926
2413,0.000351482
2414,-0.00270492
2415,0.00817048
2416,-0.00596778
2417,0.00579578
2418,-0.0103313
2419,0.0147931
2420,0.0115833
2421,-0.00058058
2422,0.0140843
2423,-0.00634916
2424,0.0146213
2425,-0.00166521
2426,0.00405722
2427,-0.00581492
2428,0.00487873
2429,-0.00194692
2430,-0.00471444
2431,0.0118148
2432,-0.00149883
2433,-0.00796406
2434,-0.00273476
2435,0.00580681
2436,-0.0151897
2437,0.00594179
2438,0.000802241
2439,-0.00494318
2440,-0.00776784
2441,-0.0033286
2442,0.00590388
2443,0.0133013
2444,-0.0102035
2445,-0.000757376
2446,0.00974752
2447,0.0183446
2448,-0.00305184
2449,-0.00149915
2450,0.00810518
2451,-0.00564623
2452,0.00466684
2453,0.0133453
2454,-0.00660391
2455,-0.00100774
2456,-0.00818559
2457,-0.00871982
2458,0.0112248
2459,0.000383732
2460,0.00219437
2461,-0.00310865
2462,-0.00330376
2463,0.0134767
2464,0.00746205
2465,-0.00283746
2466,0.00642436
2467,0.00450832
2468,-0.010125
2469,0.000579472
2470,0.00474525
2471,0.000509221
2472,-0.00249851
2473,-0.00365325
2474,-0.00619044
2475,0.00333979
2476,0.00340937
2477,0.00510082
2478,0.00132992
2479,-0.00361321
2480,0.00024104
2481,0.00835204
2482,0.00792921
2483,-0.00228735
2484,0.00352373
2485,0.00162458
2486,-0.00630355
2487,0.00097246
2488,0.00829656
2489,0.0142304
2490,-0.00849875
2491,0.00479997
2492,0.0074069
2493,0.00522728
2494,-0.00210329
2495,0.00343825
2496,-0.00170429
2497,-0.0142733
2498,0.00284248
2499,-0.00653443
2500,-0.0016578
2501,0.0100253
2502,-0.00550945
2503,-0.00382478
2504,0.00300955
2505,-0.00408662
2506,-0.00165145
2507,0.0138579
2508,-0.00694355
2509,0.00802917
2510,0.00793557
2511,-0.00367748
2512,0.00629031
2513,0.00527218
2514,-0.0115541
2515,0.00177644
2516,0.00937268
2517,-0.00423139
2518,0.00169229
2519,-0.000791412
2520,-0.00130844
2521,-0.00440365
2522,-0.00685003
2523,0.0053455
2524,-0.00421316
2525,0.000918091
2526,-0.00514083
2527,0.00019693
2528,-0.00308963
2529,0.00371931
2530,-0.00290439
2531,0.00785709
2532,0.00500015
2533,0.000824445
2534,-0.0123746
2535,0.00952945
2536,-0.0062391
2537,0.00887179
2538,0.00740516
2539,0.00362805
2540,-0.008393
2541,-3.89761e-05
2542,-0.00686859
2543,-0.0044581
2544,-0.00707939
2545,-0.00217781
2546,-0.0064884
2547,0.00568428
2548,-0.00376262
2549,-0.00292049
2550,0.00905741
2551,0.00520247
2552,0.00133777
2553,0.00210983
2554,-0.00604234
2555,-0.00452229
2556,0.00739209
2557,0.00460724
2558,0.00102719
2559,-0.00466263
2560,-0.00959526
2561,-0.000568305
2562,0.00607503
2563,0.000127099
2564,0.00456022
2565,0.00125168
2566,0.00468086
2567,-0.00548137
2568,0.000461347
2569,-0.00662436
2570,0.000733599
2571,-0.00726749
2572,-0.00520001
2573,-0.00417605
2574,-0.00225232
2575,0.000593817
2576,0.00177369
2577,0.0131166
2578,0.010864
2579,0.00603231
2580,0.00310514
2581,-0.0125272
2582,-0.00421914
2583,0.00501282
2584,-0.00595714
2585,-0.00796719
2586,-0.00618974
2587,0.000504995
2588,-0.00293266
2589,-0.0153338
2590,-0.00508163
2591,-0.00174586
2592,0.00226528
2593,0.00316055
2594,0.0107214
2595,0.0127938
2596,-0.000651991
2597,0.00411392
2598,0.00151453
2599,0.0101786
2600,-0.0063391
2601,0.0040641
2602,0.00614455
2603,-0.00309188
2604,0.00833618
2605,-0.0108003
2606,0.00101799
2607,7.98491e-05
2608,0.00106941
2609,0.00302993
2610,-0.00686823
2611,0.000333899
2612,-0.000276364
2613,-0.0045089
2614,0.00222799
2615,-0.0019965
2616,0.0032656
2617,0.00464191
2618,0.00454764
2619,-0.00117
2620,-0.00232072
2621,0.00965755
2622,-0.000901205
2623,0.00800304
2624,-0.00419988
2625,-0.000523853
2626,-0.000822653
2627,-0.000969245
2628,-0.00251352
2629,-0.00107716
2630,-0.00762872
2631,0.00762672
2632,-0.00751458
2633,0.0133594
2634,-0.00379892
2635,0.0112221
2636,-0.000545875
2637,-0.00016185
2638,0.000596846
2639,0.000572977
2640,-0.00757475
2641,-0.0015353
2642,-0.00556371
2643,-0.00457268
2644,0.000426117
2645,-0.0028762
2646,0.000529573
2647,-0.00405305
2648,0.000726604
2649,-0.00647615
2650,-0.00247874
2651,0.00277357
2652,-0.0031566
2653,-0.00207732
2654,0.00424266
2655,-0.00799574
2656,0.000612111
2657,0.000511074
2658,0.00559123
2659,0.00306105
2660,-8.78211e-06
2661,-0.00757719
2662,-0.000509076
2663,-0.000158171
2664,-0.00304704
2665,-0.00053782
2666,0.0012537
2667,-0.00548208
2668,0.00042156
2669,-0.0120063
2670,-0.00344688
2671,0.00430814
2672,-0.00906636
2673,0.0075962
2674,-0.00475874
2675,-0.00447427
2676,-0.0046006
2677,0.0082435
2678,0.00696746
2679,0.00254586
2680,0.0141531
2681,0.00884814
2682,-0.00186443
2683,0.00662886
2684,8.08709e-05
2685,-0.00630938
2686,0.0011128
2687,0.00608933
2688,-0.00420738
2689,0.00499434
2690,0.00168934
2691,0.0132425
2692,-0.00481543
2693,0.00178315
2694,-0.00677702
2695,-0.00392539
2696,-0.0111235
2697,-0.00645802
2698,0.00605994
2699,-0.0148939
2700,0.00522515
2701,0.00685584
2702,0.00269486
2703,0.000489038
2704,-0.00312644
2705,-0.000789116
2706,0.00728009
2707,-0.005404
2708,-0.00707848
2709,-0.00754748
2710,-0.00900824
2711,-0.000345158
2712,0.015279
2713,0.00528258
2714,0.0150002
2715,0.00108606
2716,0.00270874
2717,0.00228806
2718,0.00203817
2719,-0.00492122
2720,0.00788577
2721,-0.00453268
2722,0.00223393
2723,-0.00880471
2724,0.0120027
2725,-0.0023043
2726,-0.000993348
2727,0.000929827
2728,0.000425927
2729,-0.00652387
2730,-0.0015582
2731,-0.0127734
2732,-0.0069881
2733,-0.000487571
2734,0.0107793
2735,0.00169132
2736,0.00250645
2737,0.000566077
2738,-0.00217323
2739,-0.00532783
2740,0.00129245
2741,0.00239029
2742,-0.00410658
2743,-0.000732049
2744,-0.00853875
2745,-0.00118501
2746,0.00765584
2747,0.00211502
2748,-0.00642938
2749,-0.000655494
2750,-0.00811991
2751,0.00378311
2752,-0.00234227
2753,-0.0128881
2754,-0.00410118
2755,0.000118265
2756,0.000360078
2757,-0.000753909
2758,-0.00294659
2759,-0.00218715
2760,0.00157974
2761,-0.00247724
2762,0.0048588
2763,-0.00387394
2764,0.00620349
2765,0.000748495
2766,-0.00227536
2767,-0.002596
2768,0.00488056
2769,0.00419057
2770,0.000780539
2771,-0.000336105
2772,-0.00256664
2773,0.00231761
2774,0.00540148
2775,0.00918383
2776,-0.00258046
2777,-0.00537099
2778,0.00544057
2779,-0.00594236
2780,-0.012357
2781,-0.00672298
2782,-0.00634264
2783,-0.0046138
2784,-0.0077784
2785,0.0100268
2786,0.00883465
2787,-0.00639769
2788,0.000801533
2789,-0.00438028
2790,0.00310966
2791,-0.00624873
2792,-0.00676741
2793,0.00373479
2794,0.0092243
2795,-0.0037472
2796,0.00494901
2797,-0.00113181
2798,-0.00907867
2799,0.00792424
2800,0.00159419
2801,0.0117524
2802,-0.000851452
2803,-0.00483301
2804,-0.00562569
2805,0.00462676
2806,0.00438781
2807,0.00878625
2808,-0.00454707
2809,-0.00117541
2810,0.00909964
2811,-0.00591708
2812,0.00503849
2813,0.00516595
2814,0.00176033
2815,-0.000490544
2816,-0.00899232
2817,0.00294054
2818,-0.000368849
2819,-0.0048425
2820,0.00555826
2821,-0.00178112
2822,-0.00137857
2823,-0.00164535
2824,-0.015044
2825,-0.0134218
2826,0.00503277
2827,0.00345095
2828,-0.0112278
2829,-0.00772195
2830,0.00266252
2831,-0.000730988
2832,0.00807967
2833,-0.00200643
2834,0.00595543
2835,-0.00282139
2836,-0.00965157
2837,-0.00843568
2838,0.0031635
2839,0.00700048
2840,0.005588
2841,0.00339551
2842,0.00809875
2843,0.00775817
2844,0.0068547
2845,0.00307546
2846,0.00658585
2847,-0.00654462
2848,-0.00111402
2849,-0.00536794
2850,0.00836237
2851,-7.88762e-05
2852,0.00489667
2853,-3.68374e-05
2854,-0.000273865
2855,-0.0113772
2856,-0.0040482
2857,0.00307264
2858,-0.00452474
2859,-0.00664649
2860,-0.000641572
2861,-0.000729001
2862,0.00183531
2863,0.00519043
2864,0.00956258
2865,-0.0084519
2866,0.000366801
2867,0.00122571
2868,-0.0108784
2869,-0.0095868
2870,-0.00300955
2871,-0.00055307
2872,0.00589599
2873,-0.0111516
2874,0.00522916
2875,-0.00129715
2876,0.00589128
2877,-0.0073933
2878,0.00351957
2879,0.00235166
2880,0.0006134
2881,-0.011985
2882,-0.00423935
2883,0.00205387
2884,-0.000346523
2885,-0.00334087
2886,0.000831877
2887,0.0110027
2888,0.00199472
2889,0.00590431
2890,0.0064043
2891,-0.0133245
2892,0.0102825
2893,0.0121477
2894,-0.00418483
2895,0.00679353
2896,-0.00620691
2897,0.00422782
2898,-0.00275253
2899,-0.00492448
2900,-0.00244053
2901,0.00118937
2902,-0.00018159
2903,0.0168372
2904,-0.00392916
2905,0.00327304
2906,0.00681009
2907,-0.00341971
2908,0.0121169
2909,-0.0063762
2910,-0.000426676
2911,-0.00434332
2912,0.0142256
2913,-0.00312386
2914,0.0010611
2915,-0.00601953
2916,-0.00813003
2917,0.00540926
2918,0.00438053
2919,-0.00818658
2920,-0.00789241
2921,0.00330427
2922,-0.00262235
2923,0.00850775
2924,0.00178047
2925,0.00239207
2926,-0.00230179
2927,0.00461413
2928,-0.00469319
2929,-0.000923477
2930,-0.00679363
2931,-0.00383017
2932,-0.00233423
2933,0.00381279
2934,0.00147227
2935,-0.00682149
2936,0.00596177
2937,-0.00342479
2938,0.00101178
2939,-0.00911493
2940,0.00384762
2941,-0.00272126
2942,-0.000196028
2943,-0.00181168
2944,0.0033262
2945,0.00633793
2946,0.00301212
2947,0.00519844
2948,0.00389225
2949,-0.00635375
2950,0.00652925
2951,0.00725706
2952,-0.00253856
2953,0.00723309
2954,0.00432977
2955,-0.00414457
2956,0.00671257
2957,-0.00101722
2958,-0.0107191
2959,0.00758811
2960,0.0084343
2961,0.00490176
2962,-0.0184095
2963,0.00486027
2964,0.00558707
2965,-0.000975859
2966,-0.00375632
2967,-0.00635415
2968,-0.00267602
2969,-0.000963925
2970,0.00201797
2971,0.00847893
2972,-0.0129296
2973,0.00814609
2974,-0.00266437
2975,0.0043703
2976,-0.00474631
2977,-0.00194387
2978,0.00576793
2979,-0.00475959
2980,0.00327549
2981,0.000754465
2982,-0.00261545
2983,0.00595393
2984,-0.00165692
2985,-0.00890516
2986,-0.00130127
2987,-0.00292316
2988,0.0124702
2989,-0.0133611
2990,-0.00447552
2991,0.0105102
2992,-0.00386611
2993,0.00508313
2994,0.00986987
2995,0.0031871
2996,0.00268709
2997,0.00640466
2998,0.00781434
2999,-0.00197098
3000,-0.00124107
3001,0.00457006
3002,-0.0150103
3003,0.00144129
3004,-0.00253872
3005,-0.0010761
3006,-0.00333618
3007,-0.000252411
3008,-0.000631036
3009,0.0013536
3010,-0.00483496
3011,-0.00734695
3012,0.0131733
3013,0.00388734
3014,-0.00141545
3015,-0.00529835
3016,0.00288327
3017,0.00446797
3018,-0.00159726
3019,-0.00915793
3020,0.0063732
3021,0.000468377
3022,-0.000441515
3023,-0.00132867
3024,-0.000483473
3025,0.00708509
3026,0.00215297
3027,-0.00247654
3028,0.0057001
3029,-0.0118733
3030,0.000105759
3031,-0.00746441
3032,0.00526167
3033,0.00563486
3034,0.00109864
3035,-0.0118567
3036,-0.00493507
3037,-0.000660955
3038,-0.00106256
3039,-0.0010731
3040,-0.0112404
3041,-0.00158218
3042,-0.00307733
3043,0.000215256
3044,-0.00350732
3045,-0.0018888
3046,-0.000179688
3047,-0.00529462
3048,0.00242414
3049,-0.00655398
3050,0.00251799
3051,0.0152319
3052,-0.013989
3053,0.00411643
3054,-0.00366787
3055,-0.00155817
3056,0.000508145
3057,-0.00296683
3058,0.00940522
3059,-0.0105458
3060,0.0059857
3061,-0.00716714
3062,-0.00347894
3063,0.0022753
3064,-0.000869488
3065,0.00301739
3066,-0.00791292
3067,-0.00294909
3068,-0.0109622
3069,0.00315651
3070,-0.00927985
3071,0.0100934
3072,-0.00884386
3073,-0.00772409
3074,-0.00204429
3075,0.00525524
3076,0.00099147
3077,0.0104109
3078,0.00665864
3079,0.00437497
3080,-7.66798e-05
